Metadata_EOS,Metadata_pdid,Metadata_name,Metadata_smiles,Metadata_inchi,Metadata_inchikey,probe,experimental probe,calculated probe,available,approved drug,P&D approved,covalent binder,biased GPCR ligand,inorganic,structural alert,PAINS Family A,PAINS Family B,PAINS Family C,Aggregator,Obsolete,Nuisance,no. targets,drug_status,Metadata_cas,Metadata_synonyms,mw,hba,hbd,rb,rc,arc,logp,tpsa,fcsp3,ncc,lrs,qed,moa_activator,moa_agonist,moa_allosteric antagonist,moa_allosteric modulator,moa_antagonist,moa_binding agent,moa_blocker,moa_cofactor,moa_competitive inhibitor,moa_degrader,moa_disrupting agent,moa_inducer,moa_inhibitor,moa_inverse agonist,moa_mixed,moa_modulator,moa_negative allosteric modulator,moa_negative modulator,moa_neutral,moa_opener,moa_other,moa_partial agonist,moa_positive allosteric modulator,moa_positive modulator,moa_potentiator,moa_stabiliser,moa_stimulator,moa_substrate,drug_status_approved,drug_status_experimental,drug_status_investigational,drug_status_nutraceutical,drug_status_vet_approved,drug_status_withdrawn
EOS100601,PD003635,MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,"InChI=1S/C23H22N6O2/c24-10-12-25-22(30)18-3-1-17(2-4-18)21-9-11-26-23(28-21)27-19-5-7-20(8-6-19)29-13-15-31-16-14-29/h1-9,11H,12-16H2,(H,25,30)(H,26,27,28)",ZVHNDZWQTBEVRY-UHFFFAOYSA-N,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,approved;investigational,1056634-68-4,"CYT387;CYT-387, Momelotinib Dihydrochloride, CYT-11387, GS-0387;LM-1149;CYT11387;CYT 387;CYT-0387;GS-0387;Momelotinib (CYT387);LM-1149 , CYT11387;MOMELOTINIB;CYT-11387;CYT-387",414.18,7.0,2.0,6.0,4.0,3.0,2.98,103.17,0.22,0.0,6.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EOS101291,PD003637,VELIPARIB,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,"InChI=1S/C13H16N4O/c1-13(6-3-7-15-13)12-16-9-5-2-4-8(11(14)18)10(9)17-12/h2,4-5,15H,3,6-7H2,1H3,(H2,14,18)(H,16,17)/t13-/m1/s1",JNAHVYVRKWKWKQ-CYBMUJFWSA-N,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10,investigational,912444-00-9,VELIPARIB;ABT-888;NSC 737664;ABT 888;ABT888;ABT-888 (Veliparib);Veliparib (ABT-888);UNII-01O4K0631N;PARP-1 INHIBITOR ABT-888,244.13,3.0,3.0,2.0,3.0,2.0,1.26,83.8,0.38,1.0,6.0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS100689,PD003639,CEDIRANIB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,"InChI=1S/C25H27FN4O3/c1-16-12-17-19(29-16)6-7-21(24(17)26)33-25-18-13-22(31-2)23(14-20(18)27-15-28-25)32-11-5-10-30-8-3-4-9-30/h6-7,12-15,29H,3-5,8-11H2,1-2H3",XXJWYDDUDKYVKI-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,investigational,288383-20-0,"CEDIRANIB;Recentin;Cediranib (AZD2171);AZD-2171;ZD-2171;AZD2171;NSC-732208;AZD-2171, ZD-2171, Recentin, Cediranib Maleate",450.21,6.0,1.0,8.0,5.0,4.0,5.22,72.5,0.36,0.0,6.0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS100879,PD003646,SR1001,CC(=O)Nc1nc(C)c(S(=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,"InChI=1S/C15H13F6N3O4S2/c1-7-11(29-12(22-7)23-8(2)25)30(27,28)24-10-5-3-9(4-6-10)13(26,14(16,17)18)15(19,20)21/h3-6,24,26H,1-2H3,(H,22,23,25)",OZBSSKGBKHOLGA-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,1335106-03-0,SR1001;SR 1001,477.03,6.0,3.0,5.0,2.0,2.0,3.52,108.39,0.33,0.0,6.0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100858,PD003648,CHS-828,N#CN/C(=N/CCCCCCOc1ccc(Cl)cc1)Nc1ccncc1,"InChI=1S/C19H22ClN5O/c20-16-5-7-18(8-6-16)26-14-4-2-1-3-11-23-19(24-15-21)25-17-9-12-22-13-10-17/h5-10,12-13H,1-4,11,14H2,(H2,22,23,24,25)",BOIPLTNGIAPDBY-UHFFFAOYSA-N,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,investigational,200484-11-3,CHS-828;GMX-1778;GMX1778 (CHS828);CHS 828;GMX1778,371.15,4.0,2.0,9.0,2.0,2.0,4.21,82.33,0.32,0.0,6.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS101901,PD003658,ML083,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1,"InChI=1S/C19H22N2O7S2/c1-26-15-2-4-16(5-3-15)29(22,23)20-8-10-21(11-9-20)30(24,25)17-6-7-18-19(14-17)28-13-12-27-18/h2-7,14H,8-13H2,1H3",HMGDKYUJSFVHIY-UHFFFAOYSA-N,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,experimental,,"ML083;1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine",454.09,7.0,0.0,5.0,4.0,2.0,1.16,102.45,0.37,0.0,6.0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EOS101608,PD003669,LENVATINIB,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,"InChI=1S/C21H19ClN4O4/c1-29-19-10-17-13(9-14(19)20(23)27)18(6-7-24-17)30-12-4-5-16(15(22)8-12)26-21(28)25-11-2-3-11/h4-11H,2-3H2,1H3,(H2,23,27)(H2,25,26,28)",WOSKHXYHFSIKNG-UHFFFAOYSA-N,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,42,approved;investigational,417716-92-8,"LENVATINIB MESYLATE;LENVATINIB;A-13861;E-7080;6-Quinolinecarboxamide, 4-[3-chloro-4-[[(cyclopropylamino)carbonyl]-amino]phenoxy]-7-methoxy-;E7080;ER-203492-00;KISPLYX;LENVIMA;Lenvatinib (E7080);E7080, ER-203492-00, Lenvatinib Mesylate;E7080 (Lenvatinib)",426.11,5.0,3.0,6.0,4.0,3.0,4.07,115.57,0.19,0.0,6.0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EOS100864,PD003674,PF-03758309,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,"InChI=1S/C25H30N8OS/c1-15-26-18-11-12-35-20(18)23(27-15)29-22-17-13-33(25(2,3)21(17)30-31-22)24(34)28-19(14-32(4)5)16-9-7-6-8-10-16/h6-12,19H,13-14H2,1-5H3,(H,28,34)(H2,26,27,29,30,31)/t19-/m1/s1",AYCPARAPKDAOEN-LJQANCHMSA-N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93,investigational,898044-15-0,PF-03758309;PF-3758309,490.23,7.0,3.0,6.0,5.0,4.0,4.53,102.07,0.36,1.0,6.0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS101198,PD003679,I-BET151,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,"InChI=1S/C23H21N5O3/c1-12-21(14(3)31-27-12)16-9-18-15(10-20(16)30-4)22-19(11-25-18)26-23(29)28(22)13(2)17-7-5-6-8-24-17/h5-11,13H,1-4H3,(H,26,29)/t13-/m1/s1",VUVUVNZRUGEAHB-CYBMUJFWSA-N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,,1300031-49-5,I-BET151;I-BET151 (GSK1210151A);GSK1210151A;GSK 1210151A (I-BET151);GSK-1210151A,415.16,7.0,1.0,4.0,5.0,5.0,4.16,98.83,0.22,1.0,6.0,0.47,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101343,PD003680,KU-60019,C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,"InChI=1S/C30H33N3O5S/c1-19-16-32(17-20(2)37-19)18-28(35)31-23-6-7-27-22(13-23)12-21-4-3-5-25(30(21)39-27)26-14-24(34)15-29(38-26)33-8-10-36-11-9-33/h3-7,13-15,19-20H,8-12,16-18H2,1-2H3,(H,31,35)/t19-,20+",SCELLOWTHJGVIC-BGYRXZFFSA-N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,925701-49-1;925701-46-8,KU 60019;Ku60019;KU-60019,547.21,8.0,1.0,5.0,6.0,3.0,4.25,84.25,0.4,2.0,6.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101696,PD003688,TGX-221,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,"InChI=1S/C21H24N4O2/c1-15-12-18(16(2)22-17-6-4-3-5-7-17)21-23-19(13-20(26)25(21)14-15)24-8-10-27-11-9-24/h3-7,12-14,16,22H,8-11H2,1-2H3",CPRAGQJXBLMUEL-UHFFFAOYSA-N,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10,,663619-89-4,CHEMBL1972466;TGX-221;TGX 221;TGX221,364.19,6.0,1.0,4.0,4.0,3.0,3.01,58.87,0.33,1.0,6.0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100835,PD003691,necrostatin-1,CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S,"InChI=1S/C13H13N3OS/c1-16-12(17)11(15-13(16)18)6-8-7-14-10-5-3-2-4-9(8)10/h2-5,7,11,14H,6H2,1H3,(H,15,18)",TXUWMXQFNYDOEZ-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,,4311-88-0,necrostatin-1;Necrostatin 1;Nec-1;NECROSTATIN,259.08,2.0,2.0,2.0,3.0,2.0,1.43,48.13,0.23,1.0,6.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100824,PD003697,ERASTIN,CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O,"InChI=1S/C30H31ClN4O4/c1-3-38-27-11-7-6-10-26(27)35-29(32-25-9-5-4-8-24(25)30(35)37)21(2)33-16-18-34(19-17-33)28(36)20-39-23-14-12-22(31)13-15-23/h4-15,21H,3,16-20H2,1-2H3",BKQFRNYHFIQEKN-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,,571203-78-6,ERASTIN;Piperazinyl methyl quinazolinone derivative 2,546.2,7.0,0.0,8.0,5.0,4.0,4.72,76.9,0.3,1.0,6.0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101746,PD003702,NVP 231,O=C(Nc1nc2ccc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc2s1)c1ccccc1,"InChI=1S/C25H25N3O2S/c29-22(18-4-2-1-3-5-18)28-24-27-20-7-6-19(11-21(20)31-24)26-23(30)25-12-15-8-16(13-25)10-17(9-15)14-25/h1-7,11,15-17H,8-10,12-14H2,(H,26,30)(H,27,28,29)",MVSSJPGNLQPWSW-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,362003-83-6, NVP-231;NVP-231;NVP 231,431.17,4.0,2.0,4.0,7.0,3.0,5.7,71.09,0.4,0.0,6.0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100820,PD003712,ML311,CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2ccc3cccnc3c2O)CC1,"InChI=1S/C23H24F3N3O/c1-2-28-12-14-29(15-13-28)21(17-5-8-18(9-6-17)23(24,25)26)19-10-7-16-4-3-11-27-20(16)22(19)30/h3-11,21,30H,2,12-15H2,1H3",NGAPBLRRJSKIRT-UHFFFAOYSA-N,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,,315698-17-0,ML 311;ML311;EU-5346;ML-311,415.19,4.0,1.0,4.0,4.0,3.0,4.69,39.6,0.35,1.0,6.0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100030,PD003723,GW806742X,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,"InChI=1S/C25H22F3N7O4S/c1-35(22-13-14-30-23(34-22)31-18-3-2-4-21(15-18)40(29,37)38)19-9-5-16(6-10-19)32-24(36)33-17-7-11-20(12-8-17)39-25(26,27)28/h2-15H,1H3,(H2,29,37,38)(H,30,31,34)(H2,32,33,36)",SNRUTMWCDZHKKM-UHFFFAOYSA-N,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,,579515-63-2,GW806742X;MLKL compound 1;GW 806742X,573.14,8.0,4.0,8.0,4.0,4.0,5.18,151.57,0.08,0.0,6.0,0.23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100515,PD003735,RepSox,Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,"InChI=1S/C17H13N5/c1-11-4-2-5-16(20-11)17-12(10-19-22-17)13-7-8-14-15(21-13)6-3-9-18-14/h2-10H,1H3,(H,19,22)",LBPKYPYHDKKRFS-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,,446859-33-2,"RepSox;E-616452;ALK5 Inhibitor II;RepSox (SJN 2511);RepSox (E-616452);SJN 2511,ALK5 Inhibitor II;GW786460X;SJN 2511",287.12,4.0,1.0,2.0,4.0,4.0,3.39,67.35,0.06,0.0,6.0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100948,PD003805,TCS JNK 5a,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,"InChI=1S/C20H16N2OS/c21-12-17-15-9-3-4-11-18(15)24-20(17)22-19(23)16-10-5-7-13-6-1-2-8-14(13)16/h1-2,5-8,10H,3-4,9,11H2,(H,22,23)",WQGDQGAFSDMBLA-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,,312917-14-9,"TCS JNK 5a;SC202671;GW620972X;JNK-IN-5A;JNK inhibitor IX;AC1LG8KT;KIN001-188;SC 202671;SC-202671;N-(3-Cyano-4,5,6,7-tetrahydrobenzo[b]thienyl-2-yl)-1-naphthalenecarboxamide",332.1,3.0,1.0,2.0,4.0,3.0,4.9,52.89,0.2,0.0,6.0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS102427,PD003827,GW572738X,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,"InChI=1S/C16H13FN2OS/c17-13-7-3-1-6-11(13)15(20)19-16-12(9-18)10-5-2-4-8-14(10)21-16/h1,3,6-7H,2,4-5,8H2,(H,19,20)",YVYPYORTKAIUGJ-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,experimental,,"GW572738X;N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide",300.07,3.0,1.0,2.0,3.0,2.0,3.89,52.89,0.25,0.0,6.0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EOS102462,PD003839,SB-693162,CCn1c(-c2nonc2N)nc2ccccc21,"InChI=1S/C11H11N5O/c1-2-16-8-6-4-3-5-7(8)13-11(16)9-10(12)15-17-14-9/h3-6H,2H2,1H3,(H2,12,15)",HCRQPXYLXXLKPT-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,,293760-29-9,GW549034X;UNC10112830A;SB-693162,229.1,6.0,1.0,2.0,3.0,3.0,1.69,82.76,0.18,0.0,6.0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS102095,PD003976,SB-347804,N#Cc1c(NC(=O)c2ccc(F)cc2)sc2c1CCCC2,"InChI=1S/C16H13FN2OS/c17-11-7-5-10(6-8-11)15(20)19-16-13(9-18)12-3-1-2-4-14(12)21-16/h5-8H,1-4H2,(H,19,20)",ONINFKOEYCCERZ-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,325979-58-6,"SB-347804;N-(3-Cyano-4,5,6,7-tetrahydrobenzo[b]thien-2-yl)-4-fluorobenzamide",300.07,3.0,1.0,2.0,3.0,2.0,3.89,52.89,0.25,0.0,6.0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100035,PD004056,GSK180736A,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)NC(=O)N1,"InChI=1S/C19H16FN5O2/c1-10-16(17(24-19(27)22-10)11-2-4-13(20)5-3-11)18(26)23-14-6-7-15-12(8-14)9-21-25-15/h2-9,17H,1H3,(H,21,25)(H,23,26)(H2,22,24,27)",HEAIGWIZTYAQTC-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,,817194-38-0,GSK180736A (GSK180736);GSK180736A;GSK-180736A;GSK180736,365.13,3.0,4.0,3.0,4.0,3.0,2.97,98.91,0.11,1.0,6.0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100400,PD004078,PLERIXAFOR,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,"InChI=1S/C28H54N8/c1-9-29-15-17-31-13-3-21-35(23-19-33-11-1)25-27-5-7-28(8-6-27)26-36-22-4-14-32-18-16-30-10-2-12-34-20-24-36/h5-8,29-34H,1-4,9-26H2",YIQPUIGJQJDJOS-UHFFFAOYSA-N,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,approved;investigational,110078-46-1;155148-31-5,"AMD-3329;AMD3100;JM 3100, SID791;PLERIXAFOR OCTAHYDROCHLORIDE;JM3100;PLERIXAFOR;API0005282;A-1905;Plerixafor (AMD3100);Plerixafor hydrochloride;AMD 3100;SID791;JM-3100",502.45,8.0,6.0,4.0,3.0,1.0,0.42,78.66,0.79,0.0,14.0,0.35,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
EOS101711,PD004086,PACLITAXEL,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,"InChI=1S/C47H51NO14/c1-25-31(60-43(56)36(52)35(28-16-10-7-11-17-28)48-41(54)29-18-12-8-13-19-29)23-47(57)40(61-42(55)30-20-14-9-15-21-30)38-45(6,32(51)22-33-46(38,24-58-33)62-27(3)50)39(53)37(59-26(2)49)34(25)44(47,4)5/h7-21,31-33,35-38,40,51-52,57H,22-24H2,1-6H3,(H,48,54)/t31-,32-,33+,35-,36+,37+,38-,40-,45+,46-,47+/m0/s1",RCINICONZNJXQF-MZXODVADSA-N,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,52,approved;withdrawn;vet_approved,33069-62-4;1203669-79-7,"Paclitaxel (Taxol);NSC125973;Taxol (Registered Trademark);Tax-11-en-9-one, 5.beta.,20-epoxy-1,2.alpha.,4,7.beta., 10.beta.,13.alpha.- hexahydroxy-, 4,10-diacetate 2- benzoate,13-ester with (2R,3S)-N-benzoyl-3-phenylisoserine;paclitaxel, Shanghai Fudan-Zhangjiang;Onxol;BMS 181339-01;Paxene;NSC-125973;Abraxane;PACLITAXEL;7 epi Taxol;7-epi-Taxol;Bris Taxol;Praxel;Anzatax;Taxol;7,11-Methano-5H-cyclodeca[3,4]benz[1,2-b]oxete,benzenepropanoic acid deriv.;Benzenepropanoic acid, .beta.-(benzoylamino)- .alpha.-hydroxy-, 6,12b-bis(acetyl oxy)-12-(benzoyloxy)- 2a,3,4,4a,5,6,9,10,11,12,12a,12b,- dodecahydro-4,11- dihydroxy-4a,8,13,13-tetramethyl-5-oxo- 7,11-methano- 1H-cyclodeca[3,4]benz[1,2-b]oxet-9-yl ester, [2aR- [2a.alpha.,4.beta.,4a.beta.,6.beta.,9.alpha.(alpha. R*,.beta.S*),11.alpha.,12.alpha.,12a.alpha.,12b.alpha.]]-;MBT 0206;Taxol 100;NK 105;PACLITAXOL;BMS-181339-01;Taxol A;DHP 107;QW-8184;Pacitaxel;ABI-007;CHEMBL428647;NSC 125973",853.33,14.0,4.0,10.0,7.0,3.0,3.74,221.29,0.45,11.0,8.0,0.13,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EOS101232,PD004089,CARFILZOMIB,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,"InChI=1S/C40H57N5O7/c1-27(2)22-32(36(47)40(5)26-52-40)42-39(50)34(24-30-14-10-7-11-15-30)44-38(49)33(23-28(3)4)43-37(48)31(17-16-29-12-8-6-9-13-29)41-35(46)25-45-18-20-51-21-19-45/h6-15,27-28,31-34H,16-26H2,1-5H3,(H,41,46)(H,42,50)(H,43,48)(H,44,49)/t31-,32-,33-,34-,40+/m0/s1",BLMPQMFVWMYDKT-NZTKNTHTSA-N,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,17,approved;investigational,868540-17-4,CARFILZOMIB;PR-171;CT-CARF;A-1098;Kyprolis;Carfilzomib (PR-171),719.43,8.0,4.0,20.0,4.0,2.0,2.58,158.47,0.57,5.0,6.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EOS101475,PD004094,CERITINIB,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,"InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)",VERWOWGGCGHDQE-UHFFFAOYSA-N,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,50,approved,1032900-25-6,NVP-LDK378-NX;4MK;cpd 15;CERITINIB;LDK-378;LDK378;CERITINIB[MI];NVP-LDK-378-NX;ZYKADIA;Ceritinib (LDK378);LDK 378,557.22,8.0,3.0,9.0,4.0,3.0,6.36,105.24,0.43,0.0,6.0,0.28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EOS101765,PD004099,bosutinib,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,"InChI=1S/C26H29Cl2N5O3/c1-32-6-8-33(9-7-32)5-4-10-36-25-13-21-18(11-24(25)35-3)26(17(15-29)16-30-21)31-22-14-23(34-2)20(28)12-19(22)27/h11-14,16H,4-10H2,1-3H3,(H,30,31)",UBPYILGKFZZVDX-UHFFFAOYSA-N,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,237,approved,380843-75-4;380443-75-4,"bosutinib;4-(2,4-Dichloro-5-methoxyphenylamino)-6-methoxy-7-(3-(4-methylpiperazin-1-yl)propoxy)quinoline-3-carbonitrile;SK-606; Bosutinib;SKI 606;PZ0192;B18771;BOSULIF;BOSUTINIB (AS MONOHYDRATE);BOSUTINIB HYDRATE;BOSUTINIB MONOHYDRATE;SKI-606;Bosutinib (SKI-606);Bosulif, SKI-606, Bosutinib Monohydrate",529.16,8.0,1.0,9.0,4.0,3.0,5.19,82.88,0.38,0.0,6.0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EOS100606,PD004100,PONATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,"InChI=1S/C29H27F3N6O/c1-20-5-6-22(16-21(20)8-10-25-18-33-27-4-3-11-34-38(25)27)28(39)35-24-9-7-23(26(17-24)29(30,31)32)19-37-14-12-36(2)13-15-37/h3-7,9,11,16-18H,12-15,19H2,1-2H3,(H,35,39)",PHXJVRSECIGDHY-UHFFFAOYSA-N,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,114,approved;investigational,943319-70-8;1114544-31-8,"AP24534;AP-24534;KIN001-192;AP-24534 HCl, AP-24534, Iclusig, Ponatinib HCl;AP24534 (Ponatinib);Benzamide, 3-(2-imidazo[1,2-b]-pyridazin-3-ylethynyl)-4-methyl-N-[4[(4-methyl-1-piperazinyl)-methyl]-3-(trifluoromethyl)-phenyl]-;PMID25656651-Compound-5;PONATINIB;AP 24534;S1490;A3349;ICLUSIG;Ponatinib (AP24534)",532.22,6.0,1.0,4.0,5.0,4.0,4.46,65.77,0.28,0.0,6.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
